"gene_id" "chromosome" "geneStart"
"2713" "ENSG00000103187.6" "chr16" 84599200
"2714" "ENSG00000103194.11" "chr16" 84733584
"2715" "ENSG00000103196.7" "chr16" 84853590
"2716" "ENSG00000103197.12" "chr16" 2097466
"2717" "ENSG00000103199.9" "chr16" 4798240
"2718" "ENSG00000103222.14" "chr16" 16043434
"2719" "ENSG00000103226.13" "chr16" 16326352
"2720" "ENSG00000103241.5" "chr16" 86544133
"2721" "ENSG00000103248.13" "chr16" 86563782
"2722" "ENSG00000103249.13" "chr16" 1494935
"2723" "ENSG00000103257.4" "chr16" 87863629
"2724" "ENSG00000103264.11" "chr16" 87360593
"2725" "ENSG00000103274.6" "chr16" 10837643
"2726" "ENSG00000103275.14" "chr16" 1355548
"2727" "ENSG00000103310.6" "chr16" 21208773
"2728" "ENSG00000103313.7" "chr16" 3292028
"2729" "ENSG00000103316.6" "chr16" 21250195
"2730" "ENSG00000103319.7" "chr16" 22217603
"2731" "ENSG00000103335.15" "chr16" 88781751
"2732" "ENSG00000103342.8" "chr16" 11961985
"2733" "ENSG00000103343.8" "chr16" 3451235
"2734" "ENSG00000103351.8" "chr16" 3550924
"2735" "ENSG00000103353.11" "chr16" 23568392
"2736" "ENSG00000103355.8" "chr16" 2833954
"2737" "ENSG00000103356.11" "chr16" 23533335
"2738" "ENSG00000103363.10" "chr16" 2821415
"2739" "ENSG00000103365.11" "chr16" 23474863
"2740" "ENSG00000103375.6" "chr16" 25227052
"2741" "ENSG00000103381.7" "chr16" 12756919
"2742" "ENSG00000103404.10" "chr16" 23072727
"2743" "ENSG00000103415.7" "chr16" 4524691
"2744" "ENSG00000103423.9" "chr16" 4475806
"2745" "ENSG00000103426.8" "chr16" 4390252
"2746" "ENSG00000103429.6" "chr16" 14726672
"2747" "ENSG00000103449.7" "chr16" 51169886
"2748" "ENSG00000103460.12" "chr16" 52471917
"2749" "ENSG00000103479.10" "chr16" 53467889
"2750" "ENSG00000103485.13" "chr16" 29674600
"2751" "ENSG00000103489.7" "chr16" 17195626
"2752" "ENSG00000103490.13" "chr16" 31212806
"2753" "ENSG00000103494.8" "chr16" 53631595
"2754" "ENSG00000103495.9" "chr16" 29817427
"2755" "ENSG00000103496.10" "chr16" 31044210
"2756" "ENSG00000103502.9" "chr16" 29869678
"2757" "ENSG00000103507.9" "chr16" 31117428
"2758" "ENSG00000103510.15" "chr16" 31127075
"2759" "ENSG00000103512.10" "chr16" 14927538
"2760" "ENSG00000103522.11" "chr16" 27413483
"2761" "ENSG00000103528.12" "chr16" 19179293
"2762" "ENSG00000103534.12" "chr16" 19421818
"2763" "ENSG00000103540.12" "chr16" 19535133
"2764" "ENSG00000103544.10" "chr16" 19566562
"2765" "ENSG00000103546.14" "chr16" 55689516
"2766" "ENSG00000103549.17" "chr16" 30773066
"2767" "ENSG00000103550.9" "chr16" 19714902
"2768" "ENSG00000103569.5" "chr15" 58430368
"2769" "ENSG00000103591.8" "chr15" 67493371
"2770" "ENSG00000103599.15" "chr15" 67547138
"2771" "ENSG00000103642.7" "chr15" 63413999
"2772" "ENSG00000103647.8" "chr15" 68871308
"2773" "ENSG00000103653.12" "chr15" 75074398
"2774" "ENSG00000103657.9" "chr15" 63900817
"2775" "ENSG00000103671.5" "chr15" 64679947
"2776" "ENSG00000103707.5" "chr15" 65294845
"2777" "ENSG00000103710.6" "chr15" 65345679
"2778" "ENSG00000103723.8" "chr15" 83328033
"2779" "ENSG00000103740.5" "chr15" 78459810
"2780" "ENSG00000103742.7" "chr15" 65673802
"2781" "ENSG00000103769.5" "chr15" 66018392
"2782" "ENSG00000103811.11" "chr15" 79213400
"2783" "ENSG00000103852.8" "chr15" 99676528
"2784" "ENSG00000103855.13" "chr15" 73976307
"2785" "ENSG00000103876.7" "chr15" 80444832
"2786" "ENSG00000103888.11" "chr15" 81071684
"2787" "ENSG00000103932.7" "chr15" 41809374
"2788" "ENSG00000103942.8" "chr15" 83509838
"2789" "ENSG00000103966.5" "chr15" 42190950
"2790" "ENSG00000103978.11" "chr15" 42502730
"2791" "ENSG00000103994.12" "chr15" 42705021
"2792" "ENSG00000103995.9" "chr15" 49005125
"2793" "ENSG00000104043.10" "chr15" 50150435
"2794" "ENSG00000104044.11" "chr15" 28000021
"2795" "ENSG00000104047.10" "chr15" 49913177
"2796" "ENSG00000104055.10" "chr15" 43524793
"2797" "ENSG00000104059.4" "chr15" 29412457
"2798" "ENSG00000104064.12" "chr15" 50569389
"2799" "ENSG00000104067.12" "chr15" 29991571
"2800" "ENSG00000104081.9" "chr15" 40380091
"2801" "ENSG00000104093.9" "chr15" 51739908
"2802" "ENSG00000104112.4" "chr15" 51973550
"2803" "ENSG00000104129.5" "chr15" 41060067
"2804" "ENSG00000104131.8" "chr15" 44829255
"2805" "ENSG00000104133.10" "chr15" 44854894
"2806" "ENSG00000104140.6" "chr15" 41164412
"2807" "ENSG00000104142.6" "chr15" 41186628
"2808" "ENSG00000104147.4" "chr15" 41601466
"2809" "ENSG00000104154.5" "chr15" 45771809
"2810" "ENSG00000104164.6" "chr15" 45879321
"2811" "ENSG00000104177.13" "chr15" 48431625
"2812" "ENSG00000104205.8" "chr8" 67624653
"2813" "ENSG00000104213.8" "chr8" 17433942
"2814" "ENSG00000104218.9" "chr8" 67974661
"2815" "ENSG00000104219.8" "chr8" 17013538
"2816" "ENSG00000104221.8" "chr8" 37700786
"2817" "ENSG00000104228.8" "chr8" 27142404
"2818" "ENSG00000104231.6" "chr8" 82613569
"2819" "ENSG00000104237.6" "chr8" 55528627
"2820" "ENSG00000104267.5" "chr8" 86376081
"2821" "ENSG00000104290.6" "chr8" 28351729
"2822" "ENSG00000104299.10" "chr8" 28625178
"2823" "ENSG00000104312.6" "chr8" 90769975
"2824" "ENSG00000104313.13" "chr8" 72109668
"2825" "ENSG00000104320.9" "chr8" 90945564
"2826" "ENSG00000104321.6" "chr8" 72932152
"2827" "ENSG00000104324.11" "chr8" 97657455
"2828" "ENSG00000104325.2" "chr8" 91013633
"2829" "ENSG00000104327.3" "chr8" 91070836
"2830" "ENSG00000104331.4" "chr8" 57870492
"2831" "ENSG00000104332.7" "chr8" 41119481
"2832" "ENSG00000104341.12" "chr8" 98787285
"2833" "ENSG00000104343.15" "chr8" 74692332
"2834" "ENSG00000104356.6" "chr8" 99129525
"2835" "ENSG00000104361.5" "chr8" 99202061
"2836" "ENSG00000104365.9" "chr8" 42128820
"2837" "ENSG00000104368.13" "chr8" 42032236
"2838" "ENSG00000104369.4" "chr8" 75146935
"2839" "ENSG00000104371.4" "chr8" 42231586
"2840" "ENSG00000104375.11" "chr8" 99413631
"2841" "ENSG00000104381.8" "chr8" 75233365
"2842" "ENSG00000104388.10" "chr8" 61429416
"2843" "ENSG00000104408.5" "chr8" 109213445
"2844" "ENSG00000104412.3" "chr8" 109455830
"2845" "ENSG00000104413.11" "chr8" 95653302
"2846" "ENSG00000104415.9" "chr8" 134203282
"2847" "ENSG00000104419.10" "chr8" 134249414
"2848" "ENSG00000104427.7" "chr8" 79578282
"2849" "ENSG00000104432.8" "chr8" 79587978
"2850" "ENSG00000104435.9" "chr8" 80523049
"2851" "ENSG00000104442.5" "chr8" 66514694
"2852" "ENSG00000104447.7" "chr8" 116420724
"2853" "ENSG00000104450.8" "chr8" 101170134
"2854" "ENSG00000104472.5" "chr8" 141521397
"2855" "ENSG00000104490.13" "chr8" 102698771
"2856" "ENSG00000104497.9" "chr8" 82711816
"2857" "ENSG00000104499.2" "chr8" 143915663
"2858" "ENSG00000104517.8" "chr8" 103265240
"2859" "ENSG00000104518.6" "chr8" 144635377
"2860" "ENSG00000104522.11" "chr8" 144694788
"2861" "ENSG00000104524.9" "chr8" 144686083
"2862" "ENSG00000104529.13" "chr8" 144661867
"2863" "ENSG00000104537.12" "chr8" 124693034
"2864" "ENSG00000104549.7" "chr8" 126010739
"2865" "ENSG00000104611.7" "chr8" 19171128
"2866" "ENSG00000104613.7" "chr8" 19674651
"2867" "ENSG00000104626.10" "chr8" 8859657
"2868" "ENSG00000104635.9" "chr8" 22224762
"2869" "ENSG00000104643.5" "chr8" 11141925
"2870" "ENSG00000104660.13" "chr8" 29952914
"2871" "ENSG00000104671.3" "chr8" 30013813
"2872" "ENSG00000104679.6" "chr8" 23127633
"2873" "ENSG00000104687.8" "chr8" 30535583
"2874" "ENSG00000104689.5" "chr8" 23047965
"2875" "ENSG00000104695.8" "chr8" 30631973
"2876" "ENSG00000104722.9" "chr8" 24770525
"2877" "ENSG00000104723.16" "chr8" 15274724
"2878" "ENSG00000104728.11" "chr8" 1772142
"2879" "ENSG00000104731.9" "chr16" 87730091
"2880" "ENSG00000104738.12" "chr8" 48872745
"2881" "ENSG00000104755.10" "chr8" 39601254
"2882" "ENSG00000104756.11" "chr8" 25285366
"2883" "ENSG00000104760.12" "chr8" 17721889
"2884" "ENSG00000104763.13" "chr8" 17913934
"2885" "ENSG00000104765.10" "chr8" 26240414
"2886" "ENSG00000104774.8" "chr19" 12757325
"2887" "ENSG00000104783.7" "chr19" 44270685
"2888" "ENSG00000104804.3" "chr19" 49384222
"2889" "ENSG00000104805.11" "chr19" 49403307
"2890" "ENSG00000104808.3" "chr19" 49436939
"2891" "ENSG00000104812.10" "chr19" 49471382
"2892" "ENSG00000104814.8" "chr19" 39078281
"2893" "ENSG00000104818.14" "chr19" 49535169
"2894" "ENSG00000104823.4" "chr19" 39306062
"2895" "ENSG00000104824.12" "chr19" 39327028
"2896" "ENSG00000104825.12" "chr19" 39390340
"2897" "ENSG00000104826.7" "chr19" 49519237
"2898" "ENSG00000104827.12" "chr19" 49526126
"2899" "ENSG00000104833.6" "chr19" 6494330
"2900" "ENSG00000104835.10" "chr19" 39405906
"2901" "ENSG00000104848.1" "chr19" 49570675
"2902" "ENSG00000104852.10" "chr19" 49588676
"2903" "ENSG00000104853.11" "chr19" 45457842
"2904" "ENSG00000104856.9" "chr19" 45504688
"2905" "ENSG00000104859.10" "chr19" 45542298
"2906" "ENSG00000104863.7" "chr19" 49617581
"2907" "ENSG00000104866.6" "chr19" 45594654
"2908" "ENSG00000104870.8" "chr19" 50010073
"2909" "ENSG00000104872.6" "chr19" 49949555
"2910" "ENSG00000104879.4" "chr19" 45809672
"2911" "ENSG00000104880.13" "chr19" 7459999
"2912" "ENSG00000104881.10" "chr19" 45882892
"2913" "ENSG00000104883.3" "chr19" 7541761
"2914" "ENSG00000104884.10" "chr19" 45853095
"2915" "ENSG00000104885.13" "chr19" 2164148
"2916" "ENSG00000104886.5" "chr19" 2230002
"2917" "ENSG00000104888.5" "chr19" 49932658
"2918" "ENSG00000104889.4" "chr19" 12917394
"2919" "ENSG00000104892.12" "chr19" 45836692
"2920" "ENSG00000104894.7" "chr19" 49838428
"2921" "ENSG00000104897.5" "chr19" 2236520
"2922" "ENSG00000104899.4" "chr19" 2249308
"2923" "ENSG00000104901.2" "chr19" 49865040
"2924" "ENSG00000104903.4" "chr19" 13209847
"2925" "ENSG00000104904.8" "chr19" 2269485
"2926" "ENSG00000104907.8" "chr19" 13215716
"2927" "ENSG00000104915.10" "chr19" 13254872
"2928" "ENSG00000104918.4" "chr19" 7733930
"2929" "ENSG00000104921.10" "chr19" 7753644
"2930" "ENSG00000104936.13" "chr19" 46272975
"2931" "ENSG00000104938.12" "chr19" 7828035
"2932" "ENSG00000104941.3" "chr19" 46298968
"2933" "ENSG00000104946.6" "chr19" 50380682
"2934" "ENSG00000104951.11" "chr19" 50392911
"2935" "ENSG00000104953.14" "chr19" 2977444
"2936" "ENSG00000104957.9" "chr19" 13842574
"2937" "ENSG00000104960.11" "chr19" 50353992
"2938" "ENSG00000104964.10" "chr19" 3052908
"2939" "ENSG00000104967.6" "chr19" 46436992
"2940" "ENSG00000104969.5" "chr19" 2754712
"2941" "ENSG00000104970.6" "chr19" 55043909
"2942" "ENSG00000104972.10" "chr19" 55085346
"2943" "ENSG00000104973.10" "chr19" 50321539
"2944" "ENSG00000104974.6" "chr19" 55105047
"2945" "ENSG00000104976.7" "chr19" 7985201
"2946" "ENSG00000104979.4" "chr19" 13884982
"2947" "ENSG00000104980.3" "chr19" 7991603
"2948" "ENSG00000104983.4" "chr19" 46498339
"2949" "ENSG00000104998.2" "chr19" 14142560
"2950" "ENSG00000105011.4" "chr19" 14230321
"2951" "ENSG00000105048.12" "chr19" 55644162
"2952" "ENSG00000105053.6" "chr19" 50479724
"2953" "ENSG00000105058.7" "chr19" 16296191
"2954" "ENSG00000105063.14" "chr19" 55741148
"2955" "ENSG00000105072.4" "chr19" 16607122
"2956" "ENSG00000105085.6" "chr19" 16685718
"2957" "ENSG00000105088.4" "chr19" 9964394
"2958" "ENSG00000105122.8" "chr19" 15562435
"2959" "ENSG00000105127.4" "chr19" 15464196
"2960" "ENSG00000105131.3" "chr19" 15337730
"2961" "ENSG00000105135.11" "chr19" 15225795
"2962" "ENSG00000105136.15" "chr19" 57999079
"2963" "ENSG00000105137.8" "chr19" 15218214
"2964" "ENSG00000105141.4" "chr19" 15160195
"2965" "ENSG00000105143.8" "chr19" 15060846
"2966" "ENSG00000105146.8" "chr19" 57742377
"2967" "ENSG00000105171.5" "chr19" 30094924
"2968" "ENSG00000105173.9" "chr19" 30302805
"2969" "ENSG00000105176.13" "chr19" 30414551
"2970" "ENSG00000105185.7" "chr19" 33071974
"2971" "ENSG00000105186.10" "chr19" 33087913
"2972" "ENSG00000105193.4" "chr19" 39923847
"2973" "ENSG00000105197.6" "chr19" 39971052
"2974" "ENSG00000105198.6" "chr19" 40093164
"2975" "ENSG00000105202.3" "chr19" 40325098
"2976" "ENSG00000105204.9" "chr19" 40315990
"2977" "ENSG00000105205.6" "chr19" 40221890
"2978" "ENSG00000105219.4" "chr19" 40728115
"2979" "ENSG00000105220.10" "chr19" 34850385
"2980" "ENSG00000105221.12" "chr19" 40736224
"2981" "ENSG00000105223.14" "chr19" 40854363
"2982" "ENSG00000105227.10" "chr19" 40899675
"2983" "ENSG00000105229.2" "chr19" 4007644
"2984" "ENSG00000105245.5" "chr19" 41172596
"2985" "ENSG00000105246.5" "chr19" 4229495
"2986" "ENSG00000105248.11" "chr19" 4247076
"2987" "ENSG00000105251.6" "chr19" 4278598
"2988" "ENSG00000105254.7" "chr19" 36605191
"2989" "ENSG00000105255.6" "chr19" 4304597
"2990" "ENSG00000105258.4" "chr19" 36604612
"2991" "ENSG00000105261.5" "chr19" 36602104
"2992" "ENSG00000105270.10" "chr19" 36505562
"2993" "ENSG00000105278.6" "chr19" 3804022
"2994" "ENSG00000105281.8" "chr19" 47278140
"2995" "ENSG00000105287.8" "chr19" 47177532
"2996" "ENSG00000105289.10" "chr19" 3708107
"2997" "ENSG00000105290.7" "chr19" 36358801
"2998" "ENSG00000105298.9" "chr19" 3610639
"2999" "ENSG00000105321.8" "chr19" 47759237
"3000" "ENSG00000105323.12" "chr19" 41768401
"3001" "ENSG00000105325.9" "chr19" 3506271
"3002" "ENSG00000105327.11" "chr19" 47724081
"3003" "ENSG00000105329.5" "chr19" 41807492
"3004" "ENSG00000105339.6" "chr8" 142127377
"3005" "ENSG00000105341.14" "chr19" 41937223
"3006" "ENSG00000105352.6" "chr19" 42125344
"3007" "ENSG00000105355.4" "chr19" 4838353
"3008" "ENSG00000105357.11" "chr19" 50691443
"3009" "ENSG00000105364.9" "chr19" 10362577
"3010" "ENSG00000105366.11" "chr19" 51954101
"3011" "ENSG00000105369.5" "chr19" 42381190
"3012" "ENSG00000105370.3" "chr19" 51883163
"3013" "ENSG00000105371.8" "chr19" 10397643
"3014" "ENSG00000105372.2" "chr19" 42363988
"3015" "ENSG00000105373.14" "chr19" 48248779
"3016" "ENSG00000105374.5" "chr19" 51874860
"3017" "ENSG00000105376.4" "chr19" 10400657
"3018" "ENSG00000105379.5" "chr19" 51848423
"3019" "ENSG00000105383.10" "chr19" 51728320
"3020" "ENSG00000105388.10" "chr19" 42212504
"3021" "ENSG00000105392.11" "chr19" 48322703
"3022" "ENSG00000105393.11" "chr19" 17378159
"3023" "ENSG00000105397.9" "chr19" 10461209
"3024" "ENSG00000105398.3" "chr19" 48373723
"3025" "ENSG00000105401.2" "chr19" 10501810
"3026" "ENSG00000105402.3" "chr19" 47990894
"3027" "ENSG00000105404.6" "chr19" 42460833
"3028" "ENSG00000105409.11" "chr19" 42470734
"3029" "ENSG00000105419.13" "chr19" 47906381
"3030" "ENSG00000105426.10" "chr19" 5158506
"3031" "ENSG00000105427.5" "chr19" 42891171
"3032" "ENSG00000105428.4" "chr19" 5455426
"3033" "ENSG00000105429.8" "chr19" 42829761
"3034" "ENSG00000105438.4" "chr19" 48885827
"3035" "ENSG00000105443.9" "chr19" 48972289
"3036" "ENSG00000105447.8" "chr19" 48949030
"3037" "ENSG00000105464.3" "chr19" 48898132
"3038" "ENSG00000105467.4" "chr19" 48867652
"3039" "ENSG00000105472.8" "chr19" 51226586
"3040" "ENSG00000105479.11" "chr19" 48799714
"3041" "ENSG00000105483.12" "chr19" 48684027
"3042" "ENSG00000105486.9" "chr19" 48618702
"3043" "ENSG00000105492.11" "chr19" 52022779
"3044" "ENSG00000105497.3" "chr19" 52074551
"3045" "ENSG00000105499.9" "chr19" 48551100
"3046" "ENSG00000105501.7" "chr19" 52114781
"3047" "ENSG00000105507.2" "chr19" 48533210
"3048" "ENSG00000105509.6" "chr19" 52216365
"3049" "ENSG00000105514.3" "chr19" 11432722
"3050" "ENSG00000105516.6" "chr19" 49133287
"3051" "ENSG00000105518.9" "chr19" 11453452
"3052" "ENSG00000105519.8" "chr19" 5911718
"3053" "ENSG00000105520.6" "chr19" 11466062
"3054" "ENSG00000105523.3" "chr19" 49104067
"3055" "ENSG00000105538.4" "chr19" 49223844
"3056" "ENSG00000105550.4" "chr19" 49258816
"3057" "ENSG00000105552.10" "chr19" 49298319
"3058" "ENSG00000105559.7" "chr19" 49340354
"3059" "ENSG00000105568.13" "chr19" 52693292
"3060" "ENSG00000105576.11" "chr19" 12810008
"3061" "ENSG00000105583.5" "chr19" 12778885
"3062" "ENSG00000105605.3" "chr19" 54412589
"3063" "ENSG00000105607.8" "chr19" 13001840
"3064" "ENSG00000105609.12" "chr19" 54754263
"3065" "ENSG00000105610.4" "chr19" 12995237
"3066" "ENSG00000105612.4" "chr19" 12986025
"3067" "ENSG00000105613.5" "chr19" 12944765
"3068" "ENSG00000105617.3" "chr19" 54658899
"3069" "ENSG00000105618.9" "chr19" 54618837
"3070" "ENSG00000105619.9" "chr19" 54610320
"3071" "ENSG00000105639.14" "chr19" 17935589
"3072" "ENSG00000105640.8" "chr19" 17970685
"3073" "ENSG00000105641.3" "chr19" 17982782
"3074" "ENSG00000105642.11" "chr19" 18062102
"3075" "ENSG00000105643.5" "chr19" 18111941
"3076" "ENSG00000105647.10" "chr19" 18263928
"3077" "ENSG00000105649.5" "chr19" 18307594
"3078" "ENSG00000105650.17" "chr19" 18318771
"3079" "ENSG00000105655.14" "chr19" 18545198
"3080" "ENSG00000105656.8" "chr19" 18553473
"3081" "ENSG00000105662.11" "chr19" 18794487
"3082" "ENSG00000105664.6" "chr19" 18893583
"3083" "ENSG00000105668.3" "chr19" 36157715
"3084" "ENSG00000105669.8" "chr19" 19010323
"3085" "ENSG00000105671.7" "chr19" 19030484
"3086" "ENSG00000105672.10" "chr19" 36132647
"3087" "ENSG00000105675.4" "chr19" 36040945
"3088" "ENSG00000105676.9" "chr19" 19144384
"3089" "ENSG00000105677.7" "chr19" 36036497
"3090" "ENSG00000105679.4" "chr19" 36024314
"3091" "ENSG00000105695.10" "chr19" 35783028
"3092" "ENSG00000105696.4" "chr19" 18718240
"3093" "ENSG00000105697.3" "chr19" 35771619
"3094" "ENSG00000105698.11" "chr19" 35759881
"3095" "ENSG00000105699.12" "chr19" 35739233
"3096" "ENSG00000105700.6" "chr19" 18668572
"3097" "ENSG00000105701.11" "chr19" 18642561
"3098" "ENSG00000105705.11" "chr19" 19386827
"3099" "ENSG00000105707.9" "chr19" 35531410
"3100" "ENSG00000105708.8" "chr19" 19821280
"3101" "ENSG00000105711.6" "chr19" 35521588
"3102" "ENSG00000105717.9" "chr19" 19672522
"3103" "ENSG00000105722.5" "chr19" 42751724
"3104" "ENSG00000105723.7" "chr19" 42734338
"3105" "ENSG00000105726.12" "chr19" 19756007
"3106" "ENSG00000105732.9" "chr19" 42572629
"3107" "ENSG00000105737.5" "chr19" 42502473
"3108" "ENSG00000105738.6" "chr19" 38397868
"3109" "ENSG00000105750.10" "chr19" 21106028
"3110" "ENSG00000105755.3" "chr19" 44010871
"3111" "ENSG00000105767.2" "chr19" 44126520
"3112" "ENSG00000105771.9" "chr19" 44235301
"3113" "ENSG00000105778.13" "chr7" 32535038
"3114" "ENSG00000105784.11" "chr7" 87256864
"3115" "ENSG00000105792.15" "chr7" 89874488
"3116" "ENSG00000105793.11" "chr7" 89964537
"3117" "ENSG00000105808.13" "chr7" 102220093
"3118" "ENSG00000105810.5" "chr7" 92234235
"3119" "ENSG00000105819.9" "chr7" 102937869
"3120" "ENSG00000105821.10" "chr7" 102952921
"3121" "ENSG00000105825.7" "chr7" 93514709
"3122" "ENSG00000105829.7" "chr7" 93592074
"3123" "ENSG00000105835.7" "chr7" 105888731
"3124" "ENSG00000105849.5" "chr7" 19735085
"3125" "ENSG00000105851.6" "chr7" 106505723
"3126" "ENSG00000105852.6" "chr7" 94989256
"3127" "ENSG00000105854.8" "chr7" 95034175
"3128" "ENSG00000105855.5" "chr7" 20370325
"3129" "ENSG00000105856.9" "chr7" 106809406
"3130" "ENSG00000105865.6" "chr7" 107203929
"3131" "ENSG00000105866.9" "chr7" 21467652
"3132" "ENSG00000105875.9" "chr7" 134868590
"3133" "ENSG00000105877.13" "chr7" 21582833
"3134" "ENSG00000105879.7" "chr7" 107384142
"3135" "ENSG00000105880.4" "chr7" 96649704
"3136" "ENSG00000105887.10" "chr7" 135611509
"3137" "ENSG00000105889.10" "chr7" 22459063
"3138" "ENSG00000105894.7" "chr7" 136912088
"3139" "ENSG00000105926.11" "chr7" 24612887
"3140" "ENSG00000105928.9" "chr7" 24737972
"3141" "ENSG00000105929.11" "chr7" 138391040
"3142" "ENSG00000105939.8" "chr7" 138728266
"3143" "ENSG00000105948.9" "chr7" 138818490
"3144" "ENSG00000105953.10" "chr7" 44646171
"3145" "ENSG00000105954.2" "chr7" 25264189
"3146" "ENSG00000105967.11" "chr7" 115575202
"3147" "ENSG00000105968.14" "chr7" 44866390
"3148" "ENSG00000105971.10" "chr7" 115927434
"3149" "ENSG00000105974.7" "chr7" 116164839
"3150" "ENSG00000105976.10" "chr7" 116312444
"3151" "ENSG00000105982.12" "chr7" 156432975
"3152" "ENSG00000105983.15" "chr7" 156461646
"3153" "ENSG00000105989.4" "chr7" 116916685
"3154" "ENSG00000105991.7" "chr7" 27132612
"3155" "ENSG00000105993.10" "chr7" 157128075
"3156" "ENSG00000105996.5" "chr7" 27139721
"3157" "ENSG00000105997.18" "chr7" 27145803
"3158" "ENSG00000106003.8" "chr7" 2552163
"3159" "ENSG00000106004.4" "chr7" 27180671
"3160" "ENSG00000106006.6" "chr7" 27185015
"3161" "ENSG00000106009.11" "chr7" 2577511
"3162" "ENSG00000106012.13" "chr7" 2598632
"3163" "ENSG00000106013.8" "chr7" 117854727
"3164" "ENSG00000106018.9" "chr7" 158820866
"3165" "ENSG00000106025.4" "chr7" 120427376
"3166" "ENSG00000106028.6" "chr7" 141438121
"3167" "ENSG00000106031.6" "chr7" 27233122
"3168" "ENSG00000106034.13" "chr7" 120628731
"3169" "ENSG00000106038.8" "chr7" 27282164
"3170" "ENSG00000106049.4" "chr7" 27565061
"3171" "ENSG00000106052.9" "chr7" 27778950
"3172" "ENSG00000106066.9" "chr7" 29034847
